author_nidn,author_name,openalex_id,faculty,total_publications,total_citations,h_index,i10_index,avg_citations_per_paper,publications_last_5_years,citations_last_5_years,most_cited_paper,most_cited_paper_citations,first_publication_year,latest_publication_year,open_access_percentage
"","M F A Sudistira","A5045872313","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","I Ilhamdani","A5045889597","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","W Wildan","A5046097557","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tajhul Aliyudin","A5046152078","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","J S Johanez","A5046171125","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Aji Setra Gumilar","A5046247084","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Dandy Disha Mahendra","A5046315944","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","H Henny","A5046325087","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Trio Regi Talma","A5046472196","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","P D Usmany","A5046554969","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","F P Pratami","A5046608677","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Perawati N Anggraeni","A5046644752","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","C Andreani","A5046778417","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Jogi Morrison Simanjuntak","A5046858598","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","A Nurpalah","A5046933039","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Yuni Efrisely","A5047017220","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Fadoria Manurung","A5047049995","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Asmunanda Imam","A5047067998","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","I. Martina","A5047073051","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dzikry Maulana Hakim","A5047231485","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Lisna Hikmahdiani","A5047315227","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Arief Nur Khoerudin","A5047364158","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","A S Sitanggang","A5047579994","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Agung Faishal","A5047679481","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","A Ekawardhani","A5047770725","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","G S Budi","A5047842309","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","R Adibowo","A5047929029","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Holly Natalyn Esahita Br Girsang","A5048132501","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","G S Arozak","A5048178861","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","I Yanuarti","A5048366596","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Heri Sutarno","A5048403795","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Febilia Anisa","A5048442233","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Zaki Faturahman Akbar","A5048449897","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Nungki Heriyati Karin Maharani","A5048521880","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","F Mauludin","A5048594077","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","ILYAS PERMANA PUTRA","A5048596898","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Melvin Alfatur Farhan","A5048644775","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","D A Rustam","A5048710665","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","D. Hirawan","A5048850112","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Pani Nopiani","A5048858364","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","G Afrialdi","A5048995487","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Syukron Alawy","A5049020673","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Firza Nur Chaerunisa","A5049253671","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Adityo B Hardoyo","A5049318430","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Yobel Cesar Adhi Kristyo","A5049319783","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Chandra Hidayat","A5049347837","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Intan Trianasari","A5049521993","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Iluh Sri Purwani","A5049674644","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Widy Firdha Lestari","A5049683812","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Afnila Nurfatia Rifandi","A5049740195","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","R. Tristan Bimantara S","A5049743188","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Alya Rihhadatul","A5049767855","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Umi Narimawati Eti Ariyanti","A5049868954","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","I Kusnanan","A5049886988","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tasya Leksono Putri","A5049893417","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Irfan Zaelani","A5049983065","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Mohammad Rezky Ramadhan","A5050002259","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","I D Rosiyadi","A5050029022","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","BR Ginting Selvia Lorena","A5050083544","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rifky Akbar","A5050189004","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Lastri Novianti","A5050324518","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Cardina Listiyanti","A5050363253","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Agus Muchtar","A5050400898","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","T Abhistha","A5050473365","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","D Fatimah","A5050504766","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Berry Juanda Prawira","A5050543351","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Shiva Dermawan Putra","A5050559292","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sony Heri Maulana","A5050611924","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Indra Habibi","A5050615388","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","F Hartanto","A5050717380","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Raju Riyanda","A5050764047","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","R H Mustofa","A5050794824","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","A D Shaleh","A5050829042","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","G M Rani","A5050844500","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Mahfud Abdul Ghoni","A5050863213","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Fajri Auliardi","A5050899440","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Meylan Lesnusa","A5050966671","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Eugenie Graceillia","A5051061211","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sandy Noveriansyah","A5051124235","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","D Y Panggabean","A5051153027","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","W Hadiyatna","A5051155220","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Fityan Ali Munshi","A5051180305","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Alya Reizanda Bakari","A5051307862","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","F R Somantri R E P Lubis","A5051370140","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Akmal Alfarizzi","A5051407352","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Femi Subakti","A5051422278","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","R A Pratami","A5051539281","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","A Alkhadad","A5051669932","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","M Reski","A5051873761","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","T H Suwito","A5052136320","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A Pebriyanti","A5052272266","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Adhea Vinora Putri","A5052443340","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Erzy Pratama Fadryan","A5052487093","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Nurhikmah Taliasih","A5052531026","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","K Mahardika","A5052562501","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","I D Sumitra","A5052756698","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Fahry Rulyan Pernanda","A5052877001","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Susan Aryanti","A5052884179","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ronald Rizki Akbar Ambarisan","A5052998067","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Anggina Aritonang","A5053092148","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Kharisma Dinata Jakautama","A5053095412","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Fera Regi Ardiansyah","A5053174433","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Novi Suciana","A5053202766","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","I Tarmawan","A5053376583","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rizky Dhelvia","A5053387802","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A Goran","A5053488819","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Y A Hermawan","A5053536369","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","H Mutia","A5053616379","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Denda Sandika","A5053685398","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","D Juniel","A5053766051","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","Aldi Azhar Permana","A5053975351","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ibnu Edi Setiadi","A5054021317","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Occa Rahdatul Oma Elfa Putri","A5054079316","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Mohamad Reza Fachlevi","A5054140461","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Rengga Radiaswara","A5054279887","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Muhammad Jody Kusuma","A5054365709","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dian Amilia","A5054401895","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","E I Hafandi","A5054473057","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Kaisar Kautsar","A5054633873","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","G H Utomo","A5054858370","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Mohamad Riyan Hidayat","A5054892209","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","Armitha Widyanti","A5054962705","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Regi Munaldi Diba","A5054969966","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nurintang Nurintang","A5055008662","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","J A Asyraf","A5055065498","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Vicky Larasita Latifa Dinar","A5055113524","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ryan Fatah Ash Shiddiq H","A5055155704","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Sani Hendriansyah","A5055175357","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rizki Rakhmawati","A5055282336","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","D Sulistyo","A5055560338","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Aditya Muhamad Muldani","A5055659131","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Daniel Saarani","A5055772442","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Irfan Dwiguna Saputra","A5055818028","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Axel Fairuz Azhary","A5055823573","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A D Subarna","A5055911535","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Agung Ibnu Ghani Pratama","A5055964711","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Nur Afaldi","A5055967381","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dedi Sulistiyo","A5056000609","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","Y. Djoko Setiyarto","A5056035239","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","W W Legowo","A5056079512","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Z Madany","A5056126537","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","A Herdiawan","A5056221425","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Imam Baihaqi Kosasih","A5056399048","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M R Gustira","A5056476943","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","P K Mahbub","A5056659673","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","O Herdiana","A5056883467","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Risa Aprilia Agnesalamah","A5056925594","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Bagus Indrajana","A5057110130","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Riza Azasul Azrin","A5057182699","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Umi Narimawati Triyadi","A5057200264","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Silvia Hosana","A5057215547","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M A Fadlurrahman","A5057424216","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Maskie Z Oematan","A5057535961","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Wulandari Dianti Putri","A5057627281","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Selly Huldan","A5057767015","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Tias Dwi Ramdan","A5057808311","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Annisa Nuzuliya Inayati","A5057829654","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Bambang Candra Purnama","A5057867518","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nuryanti Raihanah","A5057934478","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","S Tjokroadiponto","A5057971578","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Ronny Rinaldo Saputra","A5058083035","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Tanti Nopianti","A5058216245","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rizka Abdul Rozaq","A5058311853","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","M R Al-Jabari","A5058325538","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","L. S. Rafif","A5058515463","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ivan Kurniawan","A5058618082","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","H Zulkipli","A5058651870","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","D R Aryawibawa","A5058711812","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Aksal Suryadiraji","A5058766850","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","L Difa","A5058788451","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","U M Ishaaq","A5058815700","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","D Mardiana","A5058824348","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","K A Khoir","A5058828825","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","R.Hadi Martasundjaya","A5058847978","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M Izza","A5058874077","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Yuda Nurhidayat","A5058971437","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Enrico Anderson","A5058977691","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Anggie Christiani","A5059093507","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","N Isharmawan","A5059131681","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Dody Ari Rangga","A5059160205","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Puteri Cindy Canadia","A5059289831","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rismawaty Rismawaty","A5059367652","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","K R Tembo","A5059416278","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Defranata Defranata","A5059495839","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Y H Putra","A5059609749","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Z Afifah","A5059672620","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Fadhil Aflakh Zakka","A5059832195","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","F S Jarockohir","A5059868396","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Yashinta Arizona","A5060004319","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Novi Indriani Siti Nurshalihat","A5060040007","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Benedicta Adriela","A5060054274","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","F S A Kamil","A5060054722","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","H E Samudra","A5060281192","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dwi Rahayu Boedikartini","A5060462674","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","J Andriany","A5060551795","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","L N Imaniar","A5060610558","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A Darmayadi","A5060661591","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Krisna Febrianto","A5060704263","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","J R Herijon","A5060779375","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","S L Rahman","A5060908762","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A Chotib","A5060958092","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Natalia Sondang","A5061009391","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammmad Naufal","A5061021072","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Andika Dirgantara","A5061069533","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","F A Faruqi","A5061097429","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Fenny Syafariani","A5061132006","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M Indra Alamsyah","A5061143310","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","M F Abdul","A5061146634","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","T U P Jaya","A5061275545","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","D Maysarah","A5061294060","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A Pelayati","A5061545688","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Ramadhan Alkautshar","A5061624247","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Annisa Sari Putri","A5061627237","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Ghifarin Algani","A5061738649","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Danang Agustian","A5061815514","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","M D Saputra","A5062183563","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Irfan Sholihin","A5062203877","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","T S Kristian","A5062356024","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Musayyanah Musayanah","A5062449374","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","D. A. Fairuz","A5062454149","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","S M Noersidik","A5062456910","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M B Winanti","A5062488914","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Umi Nariawati Laila Irawati","A5062572472","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","T. Fidowaty R. H. Sayyidah","A5062716801","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Luky Pratama","A5062758192","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ghina Hanin Tian","A5062947155","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Lisda Triantini Nurazizah","A5063199394","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Maldini Radjab","A5063225844","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","E P Putro","A5063261708","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Maya Eva Rahmmawati","A5063439842","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Wendy Wendy May Agustian","A5063483173","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","L A A Faiz","A5063491208","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","R Aminudin","A5063492271","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Alem Ivana","A5063558681","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nurdita Afifah","A5063637754","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rubi Nurajmi Kamal","A5063638770","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Annisa Paramitha F","A5063658670","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","C Cica","A5063714122","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Guntur Sulaeman","A5063727654","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ladia Sonnya Isra","A5063813290","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Kwik Kianggi","A5063900326","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","Fifi Ainur Ramathina","A5063940957","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","N Santiara","A5063942111","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","D Rosiyadi","A5064116557","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","I Saepurrahman","A5064176568","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Linda Nurjanah","A5064176660","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Galih Ghunadi","A5064235099","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Adelia Choirunnisa Herdiansyah","A5064378673","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","R F Syafariani","A5064409841","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A N Aulya","A5064484733","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","R M Azbi","A5064598981","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Jodi Manihuruk","A5064690425","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Kevin Dimas Achda Suhudi","A5064744450","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yazid Baihaqy","A5064788071","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Selfa Seftiani","A5064835656","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dedy Febriyan","A5064929619","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yogi Riyan Aditama","A5065009854","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","I Riandani","A5065092904","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Intan Mutiara Wibowo","A5065428875","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sofie Aulia Rahmah","A5065583564","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","A A Rafdhi","A5065647753","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","A Zahrotun","A5065704347","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Moch Azzi Alfurqon","A5065822309","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Gracia Paulina Mua","A5065982310","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","V V Vauzia","A5066074233","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Robi Tanzil Ganefi","A5066164835","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
